id,transcript,intent,amount,recipient,service,ussd_sequence,is_synthetic
syn_0154,Nishikie bundles za elfu moja,BUY_BUNDLES,1000,,,*334# -> 3 -> 2 -> 1000,True
syn_0286,Neelekeze Tuma punch kwa 0798765432,SEND_MONEY,100,0798765432,,*334# -> 1 -> 0798765432 -> 100,True
syn_0218,Check balance ya Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0114,Buy bundles za bob mbao kwa 0722000000,BUY_BUNDLES,20,0722000000,,*334# -> 3 -> 2 -> 20,True
syn_0822,Niongeze soo mbili sis,BUY_AIRTIME,200,sis,,*334# -> 3 -> 1 -> sis -> 200,True
syn_0495,Lipa M-Pesa account 0700112233 amount 50,PAY_BILL,50,0700112233,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> 0700112233 -> 50,True
syn_0883,How much money is in my KPLC,CHECK_BALANCE,,,KPLC,*334# -> 6 -> 1,True
syn_0182,Niletee kredit fifty bob,BUY_AIRTIME,50,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 50,True
syn_0836,Can you Send elfu moja to 0700112233,SEND_MONEY,1000,0700112233,,*334# -> 1 -> 0700112233 -> 1000,True
syn_0474,Nishikie bundles za mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0707,Can I get elfu mbili airtime,BUY_AIRTIME,2000,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 2000,True
syn_0168,Check balance ya KPLC,CHECK_BALANCE,,,KPLC,*334# -> 6 -> 1,True
syn_0419,Nahitaji data bundles za elfu mbili,BUY_BUNDLES,2000,,,*334# -> 3 -> 2 -> 2000,True
syn_0133,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0924,Nishikie data ya chapaa soo tano,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0213,Check salio M-Pesa,CHECK_BALANCE,,,M-Pesa,*334# -> 6 -> 1,True
syn_0842,Nishikie elfu mbili airtime line hii,BUY_AIRTIME,2000,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 2000,True
syn_0625,Lipa bill ya Safaricom Ksh 100,PAY_BILL,100,,Safaricom,*334# -> 2 -> 1 -> Safaricom -> [RECIPIENT] -> 100,True
syn_0453,Check salio KPLC,CHECK_BALANCE,,,KPLC,*334# -> 6 -> 1,True
syn_0231,Niletee 0700112233 mbao,SEND_MONEY,20,0700112233,,*334# -> 1 -> 0700112233 -> 20,True
syn_0933,How much money is in my token,CHECK_BALANCE,,,token,*334# -> 6 -> 1,True
syn_1000,Lipa KPLC account mama amount 1500,PAY_BILL,1500,mama,KPLC,*334# -> 2 -> 1 -> KPLC -> mama -> 1500,True
syn_0237,Send airtime ya soo mbili,BUY_AIRTIME,200,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 200,True
syn_0053,How much money is in my KPLC,CHECK_BALANCE,,,KPLC,*334# -> 6 -> 1,True
syn_0937,Nishikie kredit soo mbili,BUY_AIRTIME,200,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 200,True
syn_0170,Lipia net elfu 1000,PAY_BILL,1000,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 1000,True
syn_0058,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0471,Nitumie 0798765432 soo mbili,SEND_MONEY,200,0798765432,,*334# -> 1 -> 0798765432 -> 200,True
syn_0679,Buy bundles za elfu mbili kwa 0798765432,BUY_BUNDLES,2000,0798765432,,*334# -> 3 -> 2 -> 2000,True
syn_0660,Lipia net elfu 200,PAY_BILL,200,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 200,True
syn_0384,Buy bundles za fifty bob kwa 0700112233,BUY_BUNDLES,50,0700112233,,*334# -> 3 -> 2 -> 50,True
syn_0771,Tuma bob mbao direct kwa mzee,SEND_MONEY,20,mzee,,*334# -> 1 -> mzee -> 20,True
syn_0281,Tuma Ksh 500 to mzee,SEND_MONEY,500,mzee,,*334# -> 1 -> mzee -> 500,True
syn_0799,Nipatie bundles ya Ksh 500,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0673,Balance ni gani kwa M-Pesa,CHECK_BALANCE,,,M-Pesa,*334# -> 6 -> 1,True
syn_0543,Nataka kuangalia balance kwa Zuku,CHECK_BALANCE,,,Zuku,*334# -> 6 -> 1,True
syn_0677,Weka kredit fifty bob,BUY_AIRTIME,50,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 50,True
syn_0203,Check balance ya KPLC,CHECK_BALANCE,,,KPLC,*334# -> 6 -> 1,True
syn_0132,Nishikie kredit ya soo mbili kwa number chali yangu,BUY_AIRTIME,200,chali yangu,,*334# -> 3 -> 1 -> chali yangu -> 200,True
syn_0150,Paybill Safaricom amount 1000,PAY_BILL,1000,,Safaricom,*334# -> 2 -> 1 -> Safaricom -> [RECIPIENT] -> 1000,True
syn_0932,Can I get mbao airtime,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0965,Paybill token amount 100,PAY_BILL,100,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 100,True
syn_0806,Weka cash fifty bob hapa mzee,SEND_MONEY,50,mzee,,*334# -> 1 -> mzee -> 50,True
syn_0701,Can you Lipa bob mbao to shosh,SEND_MONEY,20,shosh,,*334# -> 1 -> shosh -> 20,True
syn_0705,Lipa Zuku account brathe amount 5000,PAY_BILL,5000,brathe,Zuku,*334# -> 2 -> 1 -> Zuku -> brathe -> 5000,True
syn_0584,Nishikie bundles za fifty bob,BUY_BUNDLES,50,,,*334# -> 3 -> 2 -> 50,True
syn_0194,Niongeze net za mbao,BUY_BUNDLES,20,,net,*334# -> 3 -> 2 -> 20,True
syn_0611,Tuma Ksh 100 to 0798765432,SEND_MONEY,100,0798765432,,*334# -> 1 -> 0798765432 -> 100,True
syn_0547,Tuma airtime ya punch,BUY_AIRTIME,100,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 100,True
syn_0481,Neelekeze Nitumie elfu moja kwa shosh,SEND_MONEY,1000,shosh,,*334# -> 1 -> shosh -> 1000,True
syn_0861,Niletee mbao kwa chali yangu,SEND_MONEY,20,chali yangu,,*334# -> 1 -> chali yangu -> 20,True
syn_0996,Neelekeze Nishikie Ksh 500 kwa mzee,SEND_MONEY,500,mzee,,*334# -> 1 -> mzee -> 500,True
syn_0576,Niaje Send fifty bob kwa shosh,SEND_MONEY,50,shosh,,*334# -> 1 -> shosh -> 50,True
syn_0841,Niaje Lipa chapaa soo tano kwa chali yangu,SEND_MONEY,500,chali yangu,,*334# -> 1 -> chali yangu -> 500,True
syn_0652,Niongeze soo tano 0798765432,BUY_AIRTIME,500,0798765432,,*334# -> 3 -> 1 -> 0798765432 -> 500,True
syn_0667,Can I get mbao airtime,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0233,Nataka kuangalia balance kwa token,CHECK_BALANCE,,,token,*334# -> 6 -> 1,True
syn_0795,Weka M-Pesa soo 100,PAY_BILL,100,,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> [RECIPIENT] -> 100,True
syn_0268,Check salio net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0527,Niongeze chapaa soo tano shosh,BUY_AIRTIME,500,shosh,,*334# -> 3 -> 1 -> shosh -> 500,True
syn_0903,Check salio Zuku,CHECK_BALANCE,,,Zuku,*334# -> 6 -> 1,True
syn_0609,Nitumie data ya elfu mbili,BUY_BUNDLES,2000,,,*334# -> 3 -> 2 -> 2000,True
syn_0274,Nahitaji data bundles za soo mbili,BUY_BUNDLES,200,,,*334# -> 3 -> 2 -> 200,True
syn_0391,Weka soo tano kwa shosh,SEND_MONEY,500,shosh,,*334# -> 1 -> shosh -> 500,True
syn_0750,Lipa KPLC account sis amount 200,PAY_BILL,200,sis,KPLC,*334# -> 2 -> 1 -> KPLC -> sis -> 200,True
syn_0091,Neelekeze Send elfu moja kwa shosh,SEND_MONEY,1000,shosh,,*334# -> 1 -> shosh -> 1000,True
syn_0200,Lipa net soo 100,PAY_BILL,100,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 100,True
syn_0414,Nitumie data ya soo mbili,BUY_BUNDLES,200,,,*334# -> 3 -> 2 -> 200,True
syn_0270,Niletee M-Pesa soo 500,PAY_BILL,500,,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> [RECIPIENT] -> 500,True
syn_0567,Can I get Ksh 500 airtime,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0704,Lipa data ya elfu moja,BUY_BUNDLES,1000,,,*334# -> 3 -> 2 -> 1000,True
syn_0031,Nishikie 0722000000 elfu mbili,SEND_MONEY,2000,0722000000,,*334# -> 1 -> 0722000000 -> 2000,True
syn_0749,Nishikie bundles za fifty bob,BUY_BUNDLES,50,,,*334# -> 3 -> 2 -> 50,True
syn_0631,Lipa elfu mbili kwa mzee,SEND_MONEY,2000,mzee,,*334# -> 1 -> mzee -> 2000,True
syn_0187,Lipa airtime ya mbao,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0276,Neelekeze Lipa elfu moja kwa mama,SEND_MONEY,1000,mama,,*334# -> 1 -> mama -> 1000,True
syn_0165,Paybill M-Pesa amount 50,PAY_BILL,50,,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> [RECIPIENT] -> 50,True
syn_0361,Lipa cash bob mbao hapa 0722000000,SEND_MONEY,20,0722000000,,*334# -> 1 -> 0722000000 -> 20,True
syn_0630,Weka Zuku soo 1000,PAY_BILL,1000,,Zuku,*334# -> 2 -> 1 -> Zuku -> [RECIPIENT] -> 1000,True
syn_0280,Lipia net elfu 50,PAY_BILL,50,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 50,True
syn_0949,Nipatie bundles ya elfu mbili,BUY_BUNDLES,2000,,,*334# -> 3 -> 2 -> 2000,True
syn_0380,Paybill data amount 1500,PAY_BILL,1500,,data,*334# -> 2 -> 1 -> data -> [RECIPIENT] -> 1500,True
syn_0461,Tuma elfu moja kwa shosh,SEND_MONEY,1000,shosh,,*334# -> 1 -> shosh -> 1000,True
syn_0639,Buy bundles za soo mbili kwa brathe,BUY_BUNDLES,200,brathe,,*334# -> 3 -> 2 -> 200,True
syn_0989,Niongeze M-Pesa za fifty bob,BUY_BUNDLES,50,,M-Pesa,*334# -> 3 -> 2 -> 50,True
syn_0741,Nishikie 0700112233 soo tano,SEND_MONEY,500,0700112233,,*334# -> 1 -> 0700112233 -> 500,True
syn_0728,Nataka kuangalia balance kwa M-Pesa,CHECK_BALANCE,,,M-Pesa,*334# -> 6 -> 1,True
syn_0897,Niongeze fifty bob chali yangu,BUY_AIRTIME,50,chali yangu,,*334# -> 3 -> 1 -> chali yangu -> 50,True
syn_0487,Bao credit ya fifty bob kwa mzee,BUY_AIRTIME,50,mzee,,*334# -> 3 -> 1 -> mzee -> 50,True
syn_0063,Niambie salio langu la net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0587,Weka kredit chapaa soo tano,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0402,Niongeze soo tano chali yangu,BUY_AIRTIME,500,chali yangu,,*334# -> 3 -> 1 -> chali yangu -> 500,True
syn_0896,Neelekeze Weka bob mbao kwa mama,SEND_MONEY,20,mama,,*334# -> 1 -> mama -> 20,True
syn_0022,Bao credit ya elfu moja kwa 0700112233,BUY_AIRTIME,1000,0700112233,,*334# -> 3 -> 1 -> 0700112233 -> 1000,True
syn_0559,Tuma data ya soo mbili,BUY_BUNDLES,200,,,*334# -> 3 -> 2 -> 200,True
syn_0873,Balance ni gani kwa Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0674,Buy bundles za punch kwa sis,BUY_BUNDLES,100,sis,,*334# -> 3 -> 2 -> 100,True
syn_0456,Niletee cash fifty bob hapa shosh,SEND_MONEY,50,shosh,,*334# -> 1 -> shosh -> 50,True
syn_0788,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0720,Paybill Safaricom amount 1000,PAY_BILL,1000,,Safaricom,*334# -> 2 -> 1 -> Safaricom -> [RECIPIENT] -> 1000,True
syn_0958,Check balance ya Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0316,Tuma Ksh 100 to mzee,SEND_MONEY,100,mzee,,*334# -> 1 -> mzee -> 100,True
syn_0477,Bao credit ya fifty bob kwa chali yangu,BUY_AIRTIME,50,chali yangu,,*334# -> 3 -> 1 -> chali yangu -> 50,True
syn_0251,Niaje Nitumie soo mbili kwa 0700112233,SEND_MONEY,200,0700112233,,*334# -> 1 -> 0700112233 -> 200,True
syn_0947,Niletee airtime ya chapaa soo tano,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0972,Niongeze soo tano 0798765432,BUY_AIRTIME,500,0798765432,,*334# -> 3 -> 1 -> 0798765432 -> 500,True
syn_0433,Check salio token,CHECK_BALANCE,,,token,*334# -> 6 -> 1,True
syn_0612,Lipa punch airtime line hii,BUY_AIRTIME,100,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 100,True
syn_0166,Tuma Ksh 500 to brathe,SEND_MONEY,500,brathe,,*334# -> 1 -> brathe -> 500,True
syn_0854,Nishikie bundles za soo mbili,BUY_BUNDLES,200,,,*334# -> 3 -> 2 -> 200,True
syn_0747,Bao credit ya soo mbili kwa mama,BUY_AIRTIME,200,mama,,*334# -> 3 -> 1 -> mama -> 200,True
syn_0435,Lipia data elfu 1000,PAY_BILL,1000,,data,*334# -> 2 -> 1 -> data -> [RECIPIENT] -> 1000,True
syn_0201,Tuma Ksh 1500 to brathe,SEND_MONEY,1500,brathe,,*334# -> 1 -> brathe -> 1500,True
syn_0135,Paybill token amount 5000,PAY_BILL,5000,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 5000,True
syn_0367,Can I get punch airtime,BUY_AIRTIME,100,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 100,True
syn_0604,Niongeze Zuku za mbao,BUY_BUNDLES,20,,Zuku,*334# -> 3 -> 2 -> 20,True
syn_0143,How much money is in my Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0253,Nataka kuangalia balance kwa Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0767,Can I get Ksh 500 airtime,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0324,Tuma data ya elfu moja,BUY_BUNDLES,1000,,,*334# -> 3 -> 2 -> 1000,True
syn_0737,Niongeze Ksh 500 0700112233,BUY_AIRTIME,500,0700112233,,*334# -> 3 -> 1 -> 0700112233 -> 500,True
syn_0082,Weka soo tano airtime line hii,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0312,Niletee kredit mbao,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0790,Paybill net amount 500,PAY_BILL,500,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 500,True
syn_0886,Niletee soo mbili kwa sis,SEND_MONEY,200,sis,,*334# -> 1 -> sis -> 200,True
syn_0199,Send data ya bob mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0766,Neelekeze Nitumie soo tano kwa mzee,SEND_MONEY,500,mzee,,*334# -> 1 -> mzee -> 500,True
syn_0870,Niletee data soo 1500,PAY_BILL,1500,,data,*334# -> 2 -> 1 -> data -> [RECIPIENT] -> 1500,True
syn_0791,Tuma Ksh 500 to 0712345678,SEND_MONEY,500,0712345678,,*334# -> 1 -> 0712345678 -> 500,True
syn_0994,Nishikie bundles za soo mbili,BUY_BUNDLES,200,,,*334# -> 3 -> 2 -> 200,True
syn_0020,Lipa Zuku account chali yangu amount 50,PAY_BILL,50,chali yangu,Zuku,*334# -> 2 -> 1 -> Zuku -> chali yangu -> 50,True
syn_0712,Niletee airtime ya bob mbao,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0748,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0661,Niaje Niletee elfu mbili kwa 0722000000,SEND_MONEY,2000,0722000000,,*334# -> 1 -> 0722000000 -> 2000,True
syn_0387,Bao credit ya chapaa soo tano kwa shosh,BUY_AIRTIME,500,shosh,,*334# -> 3 -> 1 -> shosh -> 500,True
syn_0731,Neelekeze Tuma fifty bob kwa 0722000000,SEND_MONEY,50,0722000000,,*334# -> 1 -> 0722000000 -> 50,True
syn_0348,Check salio net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0395,Paybill Zuku amount 500,PAY_BILL,500,,Zuku,*334# -> 2 -> 1 -> Zuku -> [RECIPIENT] -> 500,True
syn_0137,Nishikie fifty bob airtime line hii,BUY_AIRTIME,50,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 50,True
syn_0908,How much money is in my data,CHECK_BALANCE,,,data,*334# -> 6 -> 1,True
syn_0840,Lipia data elfu 200,PAY_BILL,200,,data,*334# -> 2 -> 1 -> data -> [RECIPIENT] -> 200,True
syn_0489,Nishikie bundles za chapaa soo tano,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0235,Paybill KPLC amount 100,PAY_BILL,100,,KPLC,*334# -> 2 -> 1 -> KPLC -> [RECIPIENT] -> 100,True
syn_0910,Paybill net amount 1000,PAY_BILL,1000,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 1000,True
syn_0410,Lipa M-Pesa account shosh amount 5000,PAY_BILL,5000,shosh,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> shosh -> 5000,True
syn_0066,Weka elfu moja kwa 0798765432,SEND_MONEY,1000,0798765432,,*334# -> 1 -> 0798765432 -> 1000,True
syn_0827,Lipa kredit ya punch kwa number 0798765432,BUY_AIRTIME,100,0798765432,,*334# -> 3 -> 1 -> 0798765432 -> 100,True
syn_0504,Nipatie bundles ya bob mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0953,Nataka kuangalia balance kwa Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0742,Can I get punch airtime,BUY_AIRTIME,100,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 100,True
syn_0219,Nahitaji data bundles za elfu moja,BUY_BUNDLES,1000,,,*334# -> 3 -> 2 -> 1000,True
syn_0436,Lipa brathe soo tano,SEND_MONEY,500,brathe,,*334# -> 1 -> brathe -> 500,True
syn_0871,Niaje Weka chapaa soo tano kwa 0712345678,SEND_MONEY,500,0712345678,,*334# -> 1 -> 0712345678 -> 500,True
syn_0622,Lipa bob mbao airtime line hii,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0317,Lipa kredit ya punch kwa number 0798765432,BUY_AIRTIME,100,0798765432,,*334# -> 3 -> 1 -> 0798765432 -> 100,True
syn_0225,Paybill Zuku amount 2000,PAY_BILL,2000,,Zuku,*334# -> 2 -> 1 -> Zuku -> [RECIPIENT] -> 2000,True
syn_0068,Check balance ya token,CHECK_BALANCE,,,token,*334# -> 6 -> 1,True
syn_0449,Nahitaji data bundles za elfu moja,BUY_BUNDLES,1000,,,*334# -> 3 -> 2 -> 1000,True
syn_0638,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0406,Neelekeze Tuma punch kwa 0798765432,SEND_MONEY,100,0798765432,,*334# -> 1 -> 0798765432 -> 100,True
syn_0013,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0820,Lipa Zuku soo 100,PAY_BILL,100,,Zuku,*334# -> 2 -> 1 -> Zuku -> [RECIPIENT] -> 100,True
syn_0215,Lipa net account mama amount 5000,PAY_BILL,5000,mama,net,*334# -> 2 -> 1 -> net -> mama -> 5000,True
syn_0997,Tuma kredit elfu mbili,BUY_AIRTIME,2000,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 2000,True
syn_0925,Lipia data elfu 5000,PAY_BILL,5000,,data,*334# -> 2 -> 1 -> data -> [RECIPIENT] -> 5000,True
syn_0033,How much money is in my token,CHECK_BALANCE,,,token,*334# -> 6 -> 1,True
syn_0266,Niaje Nishikie soo tano kwa 0798765432,SEND_MONEY,500,0798765432,,*334# -> 1 -> 0798765432 -> 500,True
syn_0172,Nishikie kredit ya soo mbili kwa number 0700112233,BUY_AIRTIME,200,0700112233,,*334# -> 3 -> 1 -> 0700112233 -> 200,True
syn_0330,Lipia Safaricom elfu 1500,PAY_BILL,1500,,Safaricom,*334# -> 2 -> 1 -> Safaricom -> [RECIPIENT] -> 1500,True
syn_0670,Lipa Zuku account 0712345678 amount 100,PAY_BILL,100,0712345678,Zuku,*334# -> 2 -> 1 -> Zuku -> 0712345678 -> 100,True
syn_0189,Nahitaji data bundles za soo tano,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0027,Niongeze mbao mama,BUY_AIRTIME,20,mama,,*334# -> 3 -> 1 -> mama -> 20,True
syn_0044,Nipatie bundles ya chapaa soo tano,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0126,Tuma Ksh 500 direct kwa brathe,SEND_MONEY,500,brathe,,*334# -> 1 -> brathe -> 500,True
syn_0418,Nataka kuangalia balance kwa net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0623,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0839,Nahitaji data bundles za chapaa soo tano,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0282,Bao credit ya bob mbao kwa 0712345678,BUY_AIRTIME,20,0712345678,,*334# -> 3 -> 1 -> 0712345678 -> 20,True
syn_0202,Niletee airtime ya bob mbao,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0510,Tuma Safaricom soo 50,PAY_BILL,50,,Safaricom,*334# -> 2 -> 1 -> Safaricom -> [RECIPIENT] -> 50,True
syn_0835,Lipa Safaricom account sis amount 200,PAY_BILL,200,sis,Safaricom,*334# -> 2 -> 1 -> Safaricom -> sis -> 200,True
syn_0981,Niaje Lipa fifty bob kwa chali yangu,SEND_MONEY,50,chali yangu,,*334# -> 1 -> chali yangu -> 50,True
syn_0070,Lipia KPLC elfu 1000,PAY_BILL,1000,,KPLC,*334# -> 2 -> 1 -> KPLC -> [RECIPIENT] -> 1000,True
syn_0984,Nishikie bundles za bob mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0081,Niaje Lipa punch kwa 0798765432,SEND_MONEY,100,0798765432,,*334# -> 1 -> 0798765432 -> 100,True
syn_0726,Weka shosh soo tano,SEND_MONEY,500,shosh,,*334# -> 1 -> shosh -> 500,True
syn_0246,Can you Weka Ksh 500 to 0712345678,SEND_MONEY,500,0712345678,,*334# -> 1 -> 0712345678 -> 500,True
syn_0738,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0326,Nitumie mama elfu moja,SEND_MONEY,1000,mama,,*334# -> 1 -> mama -> 1000,True
syn_0411,Lipa fifty bob kwa 0722000000,SEND_MONEY,50,0722000000,,*334# -> 1 -> 0722000000 -> 50,True
syn_0768,Balance ni gani kwa data,CHECK_BALANCE,,,data,*334# -> 6 -> 1,True
syn_0593,Niambie salio langu la net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0833,How much money is in my token,CHECK_BALANCE,,,token,*334# -> 6 -> 1,True
syn_0944,Send data ya punch,BUY_BUNDLES,100,,,*334# -> 3 -> 2 -> 100,True
syn_0681,Neelekeze Lipa soo mbili kwa sis,SEND_MONEY,200,sis,,*334# -> 1 -> sis -> 200,True
syn_0874,Buy bundles za elfu moja kwa mzee,BUY_BUNDLES,1000,mzee,,*334# -> 3 -> 2 -> 1000,True
syn_0922,Nitumie airtime ya punch,BUY_AIRTIME,100,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 100,True
syn_0703,Niambie salio langu la net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0035,Send M-Pesa soo 5000,PAY_BILL,5000,,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> [RECIPIENT] -> 5000,True
syn_0983,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0087,Niletee kredit ya elfu moja kwa number 0712345678,BUY_AIRTIME,1000,0712345678,,*334# -> 3 -> 1 -> 0712345678 -> 1000,True
syn_0891,Neelekeze Tuma Ksh 500 kwa mama,SEND_MONEY,500,mama,,*334# -> 1 -> mama -> 500,True
syn_0745,Lipia Zuku elfu 5000,PAY_BILL,5000,,Zuku,*334# -> 2 -> 1 -> Zuku -> [RECIPIENT] -> 5000,True
syn_0582,Weka kredit ya punch kwa number 0700112233,BUY_AIRTIME,100,0700112233,,*334# -> 3 -> 1 -> 0700112233 -> 100,True
syn_0145,Lipia data elfu 50,PAY_BILL,50,,data,*334# -> 2 -> 1 -> data -> [RECIPIENT] -> 50,True
syn_0271,Nishikie soo tano kwa mama,SEND_MONEY,500,mama,,*334# -> 1 -> mama -> 500,True
syn_0869,Niletee data ya elfu moja,BUY_BUNDLES,1000,,,*334# -> 3 -> 2 -> 1000,True
syn_0072,Can I get fifty bob airtime,BUY_AIRTIME,50,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 50,True
syn_0106,Niaje Lipa soo tano kwa 0722000000,SEND_MONEY,500,0722000000,,*334# -> 1 -> 0722000000 -> 500,True
syn_0769,Nishikie bundles za punch,BUY_BUNDLES,100,,,*334# -> 3 -> 2 -> 100,True
syn_0659,Niletee data ya punch,BUY_BUNDLES,100,,,*334# -> 3 -> 2 -> 100,True
syn_0762,Niletee kredit ya soo tano kwa number mama,BUY_AIRTIME,500,mama,,*334# -> 3 -> 1 -> mama -> 500,True
syn_0900,Paybill data amount 5000,PAY_BILL,5000,,data,*334# -> 2 -> 1 -> data -> [RECIPIENT] -> 5000,True
syn_0333,Niambie salio langu la data,CHECK_BALANCE,,,data,*334# -> 6 -> 1,True
syn_0912,Weka Ksh 500 airtime line hii,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0086,Niletee cash punch hapa 0700112233,SEND_MONEY,100,0700112233,,*334# -> 1 -> 0700112233 -> 100,True
syn_0663,Check balance ya M-Pesa,CHECK_BALANCE,,,M-Pesa,*334# -> 6 -> 1,True
syn_0065,Paybill M-Pesa amount 500,PAY_BILL,500,,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> [RECIPIENT] -> 500,True
syn_0906,Nitumie cash punch hapa mzee,SEND_MONEY,100,mzee,,*334# -> 1 -> mzee -> 100,True
syn_0412,Weka kredit ya punch kwa number brathe,BUY_AIRTIME,100,brathe,,*334# -> 3 -> 1 -> brathe -> 100,True
syn_0800,Paybill net amount 50,PAY_BILL,50,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 50,True
syn_0341,Neelekeze Lipa bob mbao kwa 0798765432,SEND_MONEY,20,0798765432,,*334# -> 1 -> 0798765432 -> 20,True
syn_0337,Send airtime ya Ksh 500,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0528,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
