file_id,audio_path,transcript,is_valid,channels,sample_rate,duration_sec,error
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part24,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part24.wav,amesema amepokea rufaa nane zikiwemo tatu kutoka kwa raia watano,True,1,16000,3.93,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part25,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part25.wav,na tano kutoka kwa viongozi wa viama vya upinzani vilivyokuwa vikishindana,True,1,16000,4.04,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part26,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part26.wav,na boni yai yai anashutumiwa na upinzani hasa mpinzani wake mkuu humbeji,True,1,16000,4.54,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part27,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part27.wav,kwa kuwa na udanganyifu wa kile anachodaiwa kuwa amepata kura nyingi ambazo,True,1,16000,4.02,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part28,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part28.wav,ina siku tisa kushughulikia malalamiko hayo baada kuapishwa kwa rais wa nchi hiyo,True,1,16000,5.16,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part29,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part29.wav,<music>,True,1,16000,3.37,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part3,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part3.wav,aliyeteuliwa na umoja wa afrika <music>,True,1,16000,3.3,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part30,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part30.wav,<UNK> nii saa mbili na dakika thelathini na tano kwa saa za afrika ya mashariki,True,1,16000,5.56,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part31,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part31.wav,mashuhuda mbalimbali nchini humo wamesema watu hao wameuwawa na vikosi vya usalama vinavyomtii kiongozi wa nchi hiyo,True,1,16000,5.92,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part32,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part32.wav,mamlaka nchini humo zimelaumu makundi ya watu wenye silaha kuwa ndio chanzo cha hali ya vurugu,True,1,16000,4.88,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part33,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part33.wav,mmekemea vikali serikali ya syria kufuatia taarifa kuwa vikosi vya usalama vya nchi hiyo,True,1,16000,4.74,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part34,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part34.wav,yaliokusanya zaidi ya watu laki mbili na hamsini maandamano haya yamefanyika mapema,True,1,16000,4.03,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part35,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part35.wav,kutokana na vurugu hizo takriban watu mia mbili kumi na wanne wanashikiliwa na polisi,True,1,16000,4.23,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part36,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part36.wav,na wengine themanini na wanne walijeruhiwa wakati kikundi kidogo cha wahalifu,True,1,16000,3.83,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part37,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part37.wav,kilipovamia hoteli moja na kuharibu mali na bidhaa zilimo,True,1,16000,3.43,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part38,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part38.wav,maandamano yaliitishwa hapo jana na vyama vya wafanyakazi,True,1,16000,2.92,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part39,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part39.wav,vikihusisha wafanyakazi kutoka sekta za afya,True,1,16000,2.54,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part4,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part4.wav,waasi nchini libya wamesonga mbele magharibi mwa nchi hiyo baada ya kuweka mji tayari wa mafuta adhebia,True,1,16000,5.73,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part40,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part40.wav,kutupilia mbali kura ya kutokuwa na imani kuto,True,1,16000,3.34,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part41,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part41.wav,kupiga kura ya kutokuwa na imani na serikali ya waziri mkuu huyo kura ilioitishwa na chama cha upinzani cha liberal,True,1,16000,5.95,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part42,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part42.wav,na kulidanganya bunge hapa amewatahadharisha wapiga kura kutochagua serikali ya mseto isiowajibika ipasavyo,True,1,16000,5.57,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part43,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part43.wav,nakukaribisha katika jukwaa la michezo,True,1,16000,3.83,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part44,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part44.wav,victor abuso na emanuel makundi,True,1,16000,2.58,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part45,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part45.wav,jumapili hii ya leo nashikiana na mwezangu emanuel makundi,True,1,16000,3.58,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part46,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part46.wav,aa kukuletea kipindi hiki cha jukwaa la michezo karibu sana mwenzangu,True,1,16000,3.52,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part47,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part47.wav,bujumbura kule burundi rwanda,True,1,16000,2.41,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part48,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part48.wav,na kubwa tunalojaribu kulizungumzia hii leo na mwenzangu hapa victor abuso,True,1,16000,3.78,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part49,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part49.wav,ni nidhamu za wachezaji wa timu za taifa,True,1,16000,2.37,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part5,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part5.wav,baadaye vikosi vya waasi vilielekea mji wa brega kilomita sabini kutoka adhebia,True,1,16000,4.7,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part50,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part50.wav,aa wanao ziwakilisha timu zetu za taifa ambapo kwa siku za hivi karibuni victor,True,1,16000,3.02,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part51,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part51.wav,inaonekana wengi wakilalama kwamba nidhamu imeshuka ndio maana inachangia kwa kiasi kikubwa,True,1,16000,4.63,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part52,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part52.wav,wachezaji hao wasifanye vyema na kutupeleka katika,True,1,16000,2.9,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part53,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part53.wav,ee mara kwa mara katika kombe la mataifa ya afrika na kombe la dunia tujashiriki kitambo,True,1,16000,4.44,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part54,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part54.wav,tunakuwa naye profesa moni wekesa ambaye ni mwenyekiti wa kamati nidhamu katika ligi ya soka huko nchini kenya,True,1,16000,5.57,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part55,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part55.wav,akiwa nairobi na vile vile tutakuwa naye bwana laki mwachoni mchambuzi wa soka akiwa mombasa huku nchini kenya,True,1,16000,5.2,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part56,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part56.wav,aa kuzungumzia suala hili la nidhamu za wachezaji,True,1,16000,2.44,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part57,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part57.wav,labda abuso mi moja kwa moja kwenye laini ya simu hivi sasa tunae me,True,1,16000,3.62,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part58,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part58.wav,nahodha wa zamani wa timu ya taifa tanzania taifa stars habari za wakati huu,True,1,16000,4.68,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part59,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part59.wav,nikitangaza kutoka hapa jijini dar es salam muko,True,1,16000,2.36,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part6,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part6.wav,na vikosi vya kimataifa kitendo ambacho,True,1,16000,2.16,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part60,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part60.wav,mimi niko manungu tulia,True,1,16000,2.21,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part61,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part61.wav,la la meki umesikia wakati tuki tuki tukitambulisha kile ambacho tunakwenda kukizungumzia,True,1,16000,5.72,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part62,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part62.wav,ya leo pengine wewe ulikuwa nahodha wa timu ya taifa ya tanzania,True,1,16000,4.44,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part63,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part63.wav,hebu tupe uzoefu wako na hali ya mambo unavyoiona hivi sasa katika timu ya taifa ya tanzania taifa stars,True,1,16000,6.1,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part64,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part64.wav,pamoja hii juzi tumechukua kombe la challenge lakini bado hatujafikia ile hatia hasa ambayo tunatakiwa,True,1,16000,5.52,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part65,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part65.wav,aa kwa mimi ninavyo kumbuka enzi zile mkicheza na kina boniface,True,1,16000,4.12,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part66,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part66.wav,aa timu ya tanzania ya ama timu ilikuwa ikifungwa,True,1,16000,4.15,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part67,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part67.wav,sasa inategemea na mchezaji na mchezaji unajua mchezaji mwengine anacheza timu ya taifa anajua kabisa,True,1,16000,5.67,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part68,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part68.wav,na ninataka hapa nifanikiwe ili nipate nini mbele anakuwa yaani yeye,True,1,16000,3.37,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part69,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part69.wav,kashajiwekea malengo kuwa naweza nini nicheze hapa ili ni,True,1,16000,3.13,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part7,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part7.wav,kiliwapa nafasi waasi kurudisha maeneo,True,1,16000,2.44,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part70,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part70.wav,nikishiriki africup afrika cup of nations,True,1,16000,2.91,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part71,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part71.wav,anajua ndio maisha atapata huko mbele makocha wa kigeni ambao wamekuwa tanzania wanamkumbuka,True,1,16000,5.17,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part72,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part72.wav,aa masio maximo amekuwa akihimiza nidhamu miongoni mwa wachezaji wa nyumbani aa unajua,True,1,16000,5.54,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part73,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part73.wav,wachezaji wametofautiana tofautiana umeona,True,1,16000,2.63,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part74,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part74.wav,na kila kocha anamtazamo wake,True,1,16000,2.17,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part75,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part75.wav,kwa kocha kuna mkocha mwengine anataka misingi hii na misingi ile,True,1,16000,2.86,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part76,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part76.wav,kama huendani na misingi ya kocha lazima utavutana naye,True,1,16000,2.39,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part77,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part77.wav,kwa hivyo mi nadhani wachezaji wa sasa hivi,True,1,16000,2.19,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part78,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part78.wav,wakumbaliane wamsome mwalimu jinsi anavyotaka msimamo wake,True,1,16000,3.6,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part79,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part79.wav,wajaribu kumfwatisha nakushukuru sana meck maxime ukiwa huko turiani,True,1,16000,5.52,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part8,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part8.wav,naye rais wa nchi hiyo anayetambuliwa kimataifa la alasan watera amekataa uchagu,True,1,16000,3.78,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part80,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part80.wav,aa manungu mtibwa,True,1,16000,2.27,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part81,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part81.wav,nikutakie kila la heri katika siku hii ya leo,True,1,16000,2.31,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part82,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part82.wav,naam tulikuwa tunazungumza kwenye laini ya moja kwa moja na nahodha wa zamani wa timu ya taifa,True,1,16000,4.04,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part83,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part83.wav,ya redio france international kutoka hapa dar es salam tanzania,True,1,16000,4.27,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part84,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part84.wav,aa ni mwenyekiti wa kamati inayosimamia maswala ya nidhamu,True,1,16000,4.27,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part85,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part85.wav,akichanganua swala hili la nidhamu miongoni mwa wachezaji wa timu ya taifa,True,1,16000,3.58,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part86,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part86.wav,karibu sana profesa manu wekesa ukiwa nairobi habari za wakati huu,True,1,16000,3.92,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part87,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part87.wav,aa salama sana ndugu yangu karibu katika jukwaa la michezo wewe ni mwenyekiti ya kamati ya nidhamu,True,1,16000,5.46,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part88,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part88.wav,aa profesa nina mwenzangu hapa emanuel makundi na hiki ni kipindi cha jukwaa la michezo,True,1,16000,4.36,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part89,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part89.wav,aa tunaangazia hali ya nidhamu miongoni mwa wachezaji wa timu ya taifa soka afrika mashariki na kati,True,1,16000,5.22,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part9,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part9.wav,uchaguzi uliofanyika umoja waafrika wa kumchagua mpatanishi,True,1,16000,4.02,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part90,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part90.wav,na ni kwa nini hawafanyi vyema profesa tatizo ziko wapi,True,1,16000,3.25,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part91,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part91.wav,tatizo ni kwamba hawa wachezaji wetu hawajui sheria za,True,1,16000,4.25,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part92,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part92.wav,sana sana katika vilabu wakiwa wanacheza wasikanyange wenzao wa,True,1,16000,5.07,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part93,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part93.wav,tusi wale wakubwa wengine wanaosimamia mpira na kadhalika,True,1,16000,3.46,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part94,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part94.wav,na profesa unafikiri kwamba kutofahamu sheria hizo za soka,True,1,16000,3.97,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part95,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part95.wav,aa labda zimefanya kwamba mataifa ya afrika mashariki na kati hayajafuzu katika mashindano,True,1,16000,4.74,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part96,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part96.wav,aa makubwa kama kombe la dunia na mara nyingi kombe la mataifa bingwa barani afrika,True,1,16000,3.93,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part97,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part97.wav,hiyo inachangia lakini tena,True,1,16000,2.56,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part98,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part98.wav,aa kutoka kwa mashabiki wa soka hususan wanaopenda,True,1,16000,2.67,
SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part99,data\raw\audio\SWH-05-20110327_16k-emission_swahili_05h30_-_06h00_tu_20110327_part99.wav,na nyumbani kule wametoka hawana hela za kununua,True,1,16000,2.99,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part1,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part1.wav,<music>,True,1,16000,4.69,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part10,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part10.wav,na kuahidi kutekeleza yale yote ambayo yalifikiwa,True,1,16000,2.93,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part100,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part100.wav,kupata aslimia tatu zaidi ya mpinzani wake alasun watara,True,1,16000,3.11,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part101,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part101.wav,tume huru ya uchanguzi ina wajibu wa kutangaza matokeo hayo ya awali,True,1,16000,3.32,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part102,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part102.wav,na iwapo kutafanyika duru lingine la uchaguzi juma la tatu,True,1,16000,3.16,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part103,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part103.wav,bagbo aliyeongoza kwa muongo mmoja sasa amepata aslimia thelathini na saba ya kura zote,True,1,16000,4.83,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part104,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part104.wav,huku watara anafwatia kwa aslimia thelathini na nne,True,1,16000,2.52,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part105,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part105.wav,na harry korna bedir rais wa zamani wa cote d??ivoire,True,1,16000,2.56,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part106,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part106.wav,akishika mkia kwa aslimia ishirini na saba,True,1,16000,2.29,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part107,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part107.wav,gion soroh ni waziri mkuu wa cote d??ivoire,True,1,16000,2.29,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part108,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part108.wav,ninafuraha kubwa baada ya kuona raia wa cote d??ivoire wamepiga kura kwa amani na utulivu,True,1,16000,6.08,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part109,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part109.wav,ninaridhishwa na kila linaliendelea sasa kwani mambo ni shwari kabisa,True,1,16000,4.53,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part11,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part11.wav,wakati wa uundaji wa serikali ya mseto,True,1,16000,2.43,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part110,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part110.wav,changamoto inayo tukabili kwa sasa,True,1,16000,2.17,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part111,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part111.wav,ina bidi zoezi hilo lifanyike kwa amani pia,True,1,16000,3.02,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part112,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part112.wav,nimewaomba viongozi mbalimbali wa dini,True,1,16000,2.39,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part113,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part113.wav,sauti ya waziri mkuu wa cote d??voire gion soroh,True,1,16000,3.05,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part114,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part114.wav,<music>,True,1,16000,5.95,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part115,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part115.wav,naam msikilizaji unaendelea kuskiliza,True,1,16000,2.21,
SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part116,data\raw\audio\SWH-15-20101103_emission_swahili_15h00_-_16h00_tu_20101103_part116.wav,www.rfikiswahili,True,1,16000,3.09,
